date, awayTeam, homeTeam, homeWin, spread, ou, hWRCL, hWRCR, hFRM, hOAA, hBsR, hHand, hSpxFIP, hRpxFIP, hSpIperG, aWRCL, aWRCR, aFRM, aOAA, aBsR, aHand, aSpxFIP, aRpxFIP, aSpIperG
2018-06-08,NYY,NYM,0,-3,5,63,101,-9.0,-12.0,2.6,1,2.57,4.68,6.003,116,118,10.0,-37.0,14.6,1,3.95,3.38,5.589
2018-06-08,SFG,WSN,0,-4,14,88,92,-6.7,-1.0,8.4,1,3.0,4.38,6.506,101,102,-9.6,1.0,-2.9,-1,3.29,3.93,5.383
2018-06-08,CHW,BOS,0,-1,1,84,120,22.8,1.0,-5.1,-1,2.97,4.05,6.231,88,99,-15.8,-2.0,-7.2,1,3.66,4.28,5.508
2018-06-08,CLE,DET,0,-3,5,112,86,-7.1,-17.0,6.4,1,4.42,4.5,5.506,110,102,8.1,-13.0,13.7,1,3.37,3.98,6.5
2018-06-08,LAA,MIN,0,-2,6,94,95,-0.9,4.0,0.6,1,4.61,4.04,5.091,94,107,5.7,2.0,2.8,1,3.65,4.26,5.083
2018-06-08,HOU,TEX,0,-4,10,91,80,-23.8,13.0,7.2,1,4.51,4.19,5.545,119,104,14.5,45.0,-7.0,1,3.58,3.33,6.695
2018-06-08,BAL,TOR,1,4,6,87,95,15.3,-33.0,-27.1,-1,3.24,4.36,5.839,86,82,-10.0,-40.0,-9.6,1,4.87,4.6,5.503
2018-06-09,PIT,CHC,1,2,2,112,108,-19.9,25.0,2.2,-1,4.47,4.29,5.833,111,96,-10.1,5.0,-13.3,1,3.59,4.05,5.8
2018-06-09,STL,CIN,0,-2,10,100,88,-21.7,15.0,-1.9,1,4.07,4.3,5.154,104,91,-1.2,-36.0,12.9,1,3.84,4.5,5.917
2018-06-09,ARI,COL,0,-5,19,92,75,10.8,-2.0,3.2,1,4.47,4.04,5.922,104,72,27.6,31.0,7.1,1,4.84,4.08,5.889
2018-06-09,ATL,LAD,0,-2,8,96,105,17.9,-15.0,11.4,-1,3.49,3.77,5.336,110,96,1.5,44.0,12.6,1,4.1,4.21,5.5
2018-06-09,SDP,MIA,0,-1,9,93,80,5.3,25.0,-15.8,1,5.18,4.68,5.143,92,80,4.1,9.0,-5.7,1,3.67,3.57,5.839
2018-06-09,NYY,NYM,0,-1,7,63,100,-9.0,-12.0,2.6,-1,4.41,4.68,4.733,116,117,10.0,-37.0,14.6,1,4.5,3.38,5.4
2018-06-09,MIL,PHI,0,-9,15,83,91,6.4,-35.0,2.9,1,3.99,4.03,5.821,81,99,7.1,37.0,8.2,-1,3.99,3.47,5.097
2018-06-09,LAA,MIN,0,-1,3,93,95,-0.9,4.0,0.6,1,3.8,4.04,5.672,94,106,5.7,2.0,2.8,0,3.8,4.26,5.5
2018-06-09,SEA,TBR,1,4,10,102,102,-12.1,-4.0,-0.3,-1,3.27,4.17,5.849,108,102,6.9,-9.0,-7.0,1,4.67,4.1,5.695
2018-06-09,HOU,TEX,0,-1,7,91,79,-23.8,13.0,7.2,-1,4.62,4.19,5.367,119,105,14.5,45.0,-7.0,1,2.9,3.33,6.083
2018-06-09,BAL,TOR,1,1,7,88,97,15.3,-33.0,-27.1,1,5.15,4.36,5.503,82,82,-10.0,-40.0,-9.6,1,3.75,4.6,5.833
2018-06-10,PIT,CHC,0,-6,8,112,107,-19.9,25.0,2.2,1,3.94,4.29,6.006,103,95,-10.1,5.0,-13.3,1,3.83,4.05,5.552
2018-06-10,ARI,COL,0,-5,11,92,76,10.8,-2.0,3.2,-1,4.07,4.04,6.003,105,74,27.6,31.0,7.1,1,4.26,4.08,5.417
2018-06-10,ATL,LAD,1,5,9,95,105,17.9,-15.0,11.4,1,2.24,3.77,5.429,113,95,1.5,44.0,12.6,-1,4.09,4.21,5.672
2018-06-10,SDP,MIA,0,-2,4,92,80,5.3,25.0,-15.8,1,4.02,4.68,5.695,91,82,4.1,9.0,-5.7,-1,3.64,3.57,6.231
2018-06-10,MIL,PHI,1,1,7,83,90,6.4,-35.0,2.9,1,4.23,4.03,5.511,85,99,7.1,37.0,8.2,1,5.06,3.47,3.689
2018-06-10,SFG,WSN,0,-2,2,88,93,-6.7,-1.0,8.4,1,2.5,4.38,6.697,100,105,-9.6,1.0,-2.9,-1,4.81,3.93,5.169
2018-06-10,CHW,BOS,0,-3,7,84,118,22.8,1.0,-5.1,1,3.81,4.05,6.156,85,98,-15.8,-2.0,-7.2,1,5.61,4.28,5.917
2018-06-10,LAA,MIN,1,2,12,91,95,-0.9,4.0,0.6,1,4.23,4.04,5.148,93,106,5.7,2.0,2.8,1,4.62,4.26,5.452
2018-06-10,KCR,OAK,1,1,5,90,105,-2.8,25.0,-5.8,-1,4.36,4.12,6.156,93,85,-13.5,-9.0,-7.4,1,4.14,4.63,3.517
2018-06-10,SEA,TBR,0,-1,9,100,103,-12.1,-4.0,-0.3,1,3.9,4.17,5.5,109,102,6.9,-9.0,-7.0,-1,3.4,4.1,6.31
2018-06-10,HOU,TEX,0,-1,15,90,80,-23.8,13.0,7.2,-1,5.77,4.19,4.727,119,105,14.5,45.0,-7.0,-1,3.71,3.33,6.159
2018-06-10,BAL,TOR,1,10,16,88,98,15.3,-33.0,-27.1,1,5.33,4.36,5.339,81,81,-10.0,-40.0,-9.6,1,4.57,4.6,5.203
2018-06-11,PIT,ARI,1,4,14,107,74,27.6,31.0,7.1,-1,2.72,4.08,6.236,106,95,-10.1,5.0,-13.3,1,3.9,4.05,6.333
2018-06-11,CHC,MIL,0,-5,9,85,99,7.1,37.0,8.2,1,4.3,3.47,5.458,110,105,-19.9,25.0,2.2,-1,4.06,4.29,5.336
2018-06-11,SDP,STL,1,3,7,102,92,-1.2,-36.0,12.9,1,3.66,4.5,5.576,91,82,4.1,9.0,-5.7,1,3.9,3.57,5.667
2018-06-11,CLE,CHW,0,-4,4,85,98,-15.8,-2.0,-7.2,1,6.83,4.28,5.083,110,101,8.1,-13.0,13.7,1,3.61,3.98,6.385
2018-06-11,LAA,SEA,1,2,8,109,101,6.9,-9.0,-7.0,-1,4.7,4.1,5.005,91,106,5.7,2.0,2.8,-1,3.91,4.26,6.007
2018-06-11,TOR,TBR,1,4,12,99,103,-12.1,-4.0,-0.3,-1,4.62,4.17,4.689,88,102,15.3,-33.0,-27.1,1,3.68,4.36,6.008
2018-06-12,PIT,ARI,1,5,21,107,75,27.6,31.0,7.1,1,4.13,4.08,6.0,106,95,-10.1,5.0,-13.3,1,4.77,4.05,5.462
2018-06-12,NYM,ATL,1,6,10,113,95,1.5,44.0,12.6,1,3.57,4.21,5.692,63,99,-9.0,-12.0,2.6,1,4.11,4.68,5.727
2018-06-12,SFG,MIA,1,2,4,89,80,5.3,25.0,-15.8,1,4.73,4.68,4.678,100,103,-9.6,1.0,-2.9,1,4.5,3.93,5.231
2018-06-12,CHC,MIL,1,4,4,84,99,7.1,37.0,8.2,1,5.43,3.47,5.417,110,105,-19.9,25.0,2.2,1,5.6,4.29,4.836
2018-06-12,COL,PHI,1,1,9,84,89,6.4,-35.0,2.9,1,3.28,4.03,6.464,92,75,10.8,-2.0,3.2,1,3.29,4.04,5.385
2018-06-12,SDP,STL,0,-2,6,102,93,-1.2,-36.0,12.9,1,3.49,4.5,6.586,92,81,4.1,9.0,-5.7,-1,4.29,3.57,2.017
2018-06-12,BOS,BAL,0,-2,10,81,80,-10.0,-40.0,-9.6,1,5.42,4.6,5.807,81,116,22.8,1.0,-5.1,-1,3.72,4.05,5.5
2018-06-12,CLE,CHW,1,4,6,85,95,-15.8,-2.0,-7.2,1,5.06,4.28,6.236,108,102,8.1,-13.0,13.7,1,5.64,3.98,6.011
2018-06-12,MIN,DET,0,-2,10,111,84,-7.1,-17.0,6.4,-1,4.89,4.5,5.607,91,97,-0.9,4.0,0.6,1,4.86,4.04,5.231
2018-06-12,CIN,KCR,0,-4,6,91,85,-13.5,-9.0,-7.4,1,4.55,4.63,5.005,101,90,-21.7,15.0,-1.9,1,4.94,4.3,5.0
2018-06-12,WSN,NYY,1,3,3,117,115,10.0,-37.0,14.6,-1,4.55,3.38,5.188,86,92,-6.7,-1.0,8.4,1,4.24,4.38,6.5
2018-06-12,LAA,SEA,1,3,9,113,100,6.9,-9.0,-7.0,1,4.36,4.1,6.159,92,106,5.7,2.0,2.8,1,4.41,4.26,5.148
2018-06-12,TOR,TBR,1,3,5,99,103,-12.1,-4.0,-0.3,1,4.98,4.17,1.333,89,101,15.3,-33.0,-27.1,-1,4.85,4.36,4.821
2018-06-13,PIT,ARI,0,-1,9,107,77,27.6,31.0,7.1,1,3.34,4.08,6.077,108,96,-10.1,5.0,-13.3,1,3.67,4.05,5.39
2018-06-13,NYM,ATL,1,2,2,113,96,1.5,44.0,12.6,1,2.95,4.21,4.689,62,97,-9.0,-12.0,2.6,1,2.58,4.68,6.156
2018-06-13,TEX,LAD,1,1,5,100,108,17.9,-15.0,11.4,1,3.18,3.77,5.103,93,80,-23.8,13.0,7.2,-1,4.37,4.19,6.079
2018-06-13,SFG,MIA,1,1,9,88,80,5.3,25.0,-15.8,-1,4.11,4.68,5.005,100,102,-9.6,1.0,-2.9,-1,3.38,3.93,5.333
2018-06-13,CHC,MIL,1,1,1,84,98,7.1,37.0,8.2,1,4.91,3.47,5.36,110,103,-19.9,25.0,2.2,-1,4.03,4.29,5.689
2018-06-13,COL,PHI,0,-5,9,83,88,6.4,-35.0,2.9,1,3.44,4.03,5.154,92,75,10.8,-2.0,3.2,-1,4.6,4.04,5.156
2018-06-13,SDP,STL,0,-2,6,98,93,-1.2,-36.0,12.9,1,4.29,4.5,5.233,92,80,4.1,9.0,-5.7,-1,5.07,3.57,4.337
2018-06-13,CLE,CHW,1,1,5,85,96,-15.8,-2.0,-7.2,1,3.46,4.28,5.607,107,101,8.1,-13.0,13.7,1,3.24,3.98,6.615
2018-06-13,CIN,KCR,0,-7,7,90,83,-13.5,-9.0,-7.4,1,4.93,4.63,5.926,101,89,-21.7,15.0,-1.9,1,4.09,4.3,5.236
2018-06-13,LAA,SEA,1,2,14,114,103,6.9,-9.0,-7.0,-1,3.56,4.1,5.692,92,105,5.7,2.0,2.8,1,3.66,4.26,5.079
2018-06-14,NYM,ARI,1,3,9,108,76,27.6,31.0,7.1,1,4.91,4.08,5.8,62,96,-9.0,-12.0,2.6,-1,4.84,4.68,4.29
2018-06-14,SDP,ATL,1,2,6,113,95,1.5,44.0,12.6,1,4.13,4.21,5.407,91,80,4.1,9.0,-5.7,1,3.59,3.57,5.846
2018-06-14,SFG,MIA,0,-3,9,88,81,5.3,25.0,-15.8,1,5.0,4.68,4.883,100,102,-9.6,1.0,-2.9,1,4.92,3.93,4.033
2018-06-14,MIN,DET,1,2,4,111,84,-7.1,-17.0,6.4,1,4.18,4.5,5.621,86,97,-0.9,4.0,0.6,1,4.5,4.04,5.167
2018-06-14,TBR,NYY,1,1,7,116,115,10.0,-37.0,14.6,1,4.21,3.38,5.5,97,103,-12.1,-4.0,-0.3,-1,3.57,4.17,5.86
2018-06-14,HOU,OAK,0,-4,10,90,105,-2.8,25.0,-5.8,1,4.16,4.12,7.022,124,108,14.5,45.0,-7.0,1,3.6,3.33,6.645
2018-06-14,BOS,SEA,0,-1,3,114,105,6.9,-9.0,-7.0,1,4.71,4.1,5.502,83,116,22.8,1.0,-5.1,-1,4.3,4.05,5.695
2018-06-15,NYM,ARI,1,4,10,110,77,27.6,31.0,7.1,1,4.21,4.08,5.39,62,95,-9.0,-12.0,2.6,1,2.28,4.68,5.0
2018-06-15,SDP,ATL,0,-6,12,113,95,1.5,44.0,12.6,1,3.78,4.21,5.231,91,80,4.1,9.0,-5.7,-1,3.7,3.57,6.286
2018-06-15,SFG,LAD,1,1,5,100,107,17.9,-15.0,11.4,1,2.4,3.77,5.508,101,101,-9.6,1.0,-2.9,-1,4.7,3.93,5.156
2018-06-15,PHI,MIL,1,11,15,81,98,7.1,37.0,8.2,-1,3.99,3.47,5.089,84,90,6.4,-35.0,2.9,1,4.1,4.03,5.756
2018-06-15,CIN,PIT,1,1,5,105,97,-10.1,5.0,-13.3,1,4.33,4.05,5.615,101,89,-21.7,15.0,-1.9,1,4.59,4.3,5.006
2018-06-15,CHC,STL,0,-8,18,97,93,-1.2,-36.0,12.9,1,3.9,4.5,5.851,110,101,-19.9,25.0,2.2,-1,4.43,4.29,5.923
2018-06-15,MIA,BAL,0,-2,2,81,80,-10.0,-40.0,-9.6,1,3.63,4.6,5.851,86,81,5.3,25.0,-15.8,1,3.95,4.68,5.717
2018-06-15,MIN,CLE,0,-3,9,106,101,8.1,-13.0,13.7,1,2.7,3.98,7.076,86,95,-0.9,4.0,0.6,1,3.8,4.04,5.774
2018-06-15,BOS,SEA,1,1,13,112,105,6.9,-9.0,-7.0,-1,3.23,4.1,6.36,83,116,22.8,1.0,-5.1,1,3.9,4.05,6.145
2018-06-15,WSN,TOR,1,1,11,88,98,15.3,-33.0,-27.1,1,5.14,4.36,5.544,84,93,-6.7,-1.0,8.4,-1,3.83,4.38,5.697
2018-06-16,NYM,ARI,0,-4,6,110,79,27.6,31.0,7.1,-1,2.81,4.08,6.214,62,95,-9.0,-12.0,2.6,-1,4.48,4.68,4.839
2018-06-16,SDP,ATL,1,1,1,111,95,1.5,44.0,12.6,-1,4.05,4.21,5.692,93,81,4.1,9.0,-5.7,1,4.02,3.57,5.714
2018-06-16,SFG,LAD,1,2,4,100,107,17.9,-15.0,11.4,-1,3.39,3.77,5.308,100,99,-9.6,1.0,-2.9,-1,4.41,3.93,5.517
2018-06-16,PHI,MIL,0,-3,5,81,100,7.1,37.0,8.2,1,4.32,3.47,5.503,85,90,6.4,-35.0,2.9,1,3.93,4.03,5.581
2018-06-16,CIN,PIT,1,4,8,106,96,-10.1,5.0,-13.3,1,3.67,4.05,5.586,100,88,-21.7,15.0,-1.9,1,3.98,4.3,5.214
2018-06-16,CHC,STL,0,-3,9,97,93,-1.2,-36.0,12.9,1,4.62,4.5,5.707,110,104,-19.9,25.0,2.2,1,4.0,4.29,5.928
2018-06-16,MIA,BAL,0,-1,9,81,78,-10.0,-40.0,-9.6,1,4.5,4.6,5.091,85,82,5.3,25.0,-15.8,-1,5.79,4.68,4.341
2018-06-16,DET,CHW,0,-2,12,84,95,-15.8,-2.0,-7.2,1,6.84,4.28,5.077,110,85,-7.1,-17.0,6.4,1,4.3,4.5,4.433
2018-06-16,MIN,CLE,0,-6,12,108,99,8.1,-13.0,13.7,1,3.49,3.98,6.429,87,94,-0.9,4.0,0.6,1,4.39,4.04,5.129
2018-06-16,HOU,KCR,0,-8,12,90,82,-13.5,-9.0,-7.4,-1,5.39,4.63,5.433,124,111,14.5,45.0,-7.0,-1,3.72,3.33,6.071
2018-06-16,TBR,NYY,1,3,5,116,114,10.0,-37.0,14.6,1,2.91,3.38,6.5,96,101,-12.1,-4.0,-0.3,1,3.37,4.17,1.5
2018-06-16,BOS,SEA,1,1,1,112,106,6.9,-9.0,-7.0,-1,4.65,4.1,5.004,86,114,22.8,1.0,-5.1,1,4.42,4.05,6.533
2018-06-16,COL,TEX,1,3,7,90,80,-23.8,13.0,7.2,-1,4.71,4.19,5.419,94,75,10.8,-2.0,3.2,-1,4.05,4.04,6.003
2018-06-16,WSN,TOR,1,2,2,92,98,15.3,-33.0,-27.1,1,5.16,4.36,5.39,84,92,-6.7,-1.0,8.4,1,2.59,4.38,6.719
2018-06-17,NYM,ARI,0,-2,8,108,78,27.6,31.0,7.1,1,4.58,4.08,5.6,65,95,-9.0,-12.0,2.6,1,4.32,4.68,5.672
2018-06-17,SDP,ATL,1,3,5,111,93,1.5,44.0,12.6,1,5.2,4.21,5.462,89,81,4.1,9.0,-5.7,-1,3.19,3.57,2.344
2018-06-17,SFG,LAD,0,-3,5,101,106,17.9,-15.0,11.4,-1,5.92,3.77,2.533,99,98,-9.6,1.0,-2.9,1,4.59,3.93,5.357
2018-06-17,PHI,MIL,0,-1,19,81,98,7.1,37.0,8.2,1,5.26,3.47,5.538,86,91,6.4,-35.0,2.9,1,3.12,4.03,6.5
2018-06-17,CIN,PIT,0,-2,14,106,97,-10.1,5.0,-13.3,1,3.93,4.05,6.25,99,88,-21.7,15.0,-1.9,1,3.51,4.3,5.0
2018-06-17,CHC,STL,1,5,5,97,93,-1.2,-36.0,12.9,1,3.58,4.5,5.633,109,104,-19.9,25.0,2.2,-1,4.13,4.29,5.387
2018-06-17,MIA,BAL,1,6,14,83,79,-10.0,-40.0,-9.6,1,3.97,4.6,5.933,85,82,5.3,25.0,-15.8,1,4.69,4.68,4.867
2018-06-17,DET,CHW,0,-2,4,84,94,-15.8,-2.0,-7.2,1,5.2,4.28,6.29,109,86,-7.1,-17.0,6.4,-1,4.53,4.5,5.672
2018-06-17,TBR,NYY,0,-2,4,119,113,10.0,-37.0,14.6,-1,4.76,3.38,5.253,98,100,-12.1,-4.0,-0.3,1,5.49,4.17,2.533
2018-06-17,LAA,OAK,1,1,11,90,105,-2.8,25.0,-5.8,1,4.44,4.12,5.929,92,106,5.7,2.0,2.8,-1,3.99,4.26,5.733
2018-06-17,BOS,SEA,0,-6,12,112,105,6.9,-9.0,-7.0,1,4.37,4.1,6.148,80,114,22.8,1.0,-5.1,-1,3.76,4.05,5.467
2018-06-17,WSN,TOR,1,2,14,92,97,15.3,-33.0,-27.1,1,4.15,4.36,5.413,84,91,-6.7,-1.0,8.4,1,4.35,4.38,6.462
2018-06-18,NYM,COL,0,-10,14,93,76,10.8,-2.0,3.2,-1,4.51,4.04,5.288,65,96,-9.0,-12.0,2.6,1,2.56,4.68,6.217
2018-06-18,STL,PHI,1,1,11,86,93,6.4,-35.0,2.9,1,3.54,4.03,5.143,97,94,-1.2,-36.0,12.9,1,3.46,4.5,6.541
2018-06-18,MIL,PIT,1,1,1,106,98,-10.1,5.0,-13.3,1,4.77,4.05,5.286,80,101,7.1,37.0,8.2,1,4.8,3.47,5.402
2018-06-18,MIA,SFG,0,-1,9,98,98,-9.6,1.0,-2.9,-1,3.45,3.93,5.3,85,83,5.3,25.0,-15.8,-1,4.25,4.68,5.143
2018-06-18,NYY,WSN,0,-2,6,84,91,-6.7,-1.0,8.4,1,3.74,4.38,5.033,120,112,10.0,-37.0,14.6,1,4.51,3.38,5.236
2018-06-18,ARI,LAA,0,-3,11,92,106,5.7,2.0,2.8,1,4.52,4.26,5.129,108,78,27.6,31.0,7.1,1,3.37,4.08,5.933
2018-06-18,CHW,CLE,1,4,8,106,100,8.1,-13.0,13.7,1,3.14,3.98,6.648,85,94,-15.8,-2.0,-7.2,1,3.4,4.28,5.839
2018-06-18,TBR,HOU,1,1,9,125,112,14.5,45.0,-7.0,1,2.89,3.33,6.648,98,100,-12.1,-4.0,-0.3,1,3.51,4.17,1.407
2018-06-18,TEX,KCR,0,-3,9,88,81,-13.5,-9.0,-7.4,1,4.61,4.63,5.219,92,81,-23.8,13.0,7.2,1,4.36,4.19,5.756
2018-06-19,LAD,CHC,0,-1,7,108,103,-19.9,25.0,2.2,1,5.34,4.29,4.849,100,105,17.9,-15.0,11.4,1,3.56,3.77,5.094
2018-06-19,LAD,CHC,1,1,3,108,103,-19.9,25.0,2.2,-1,3.95,4.29,5.767,100,105,17.9,-15.0,11.4,-1,4.86,3.77,4.011
2018-06-19,NYM,COL,1,2,18,93,75,10.8,-2.0,3.2,1,4.22,4.04,5.219,72,97,-9.0,-12.0,2.6,-1,4.81,4.68,4.379
2018-06-19,MIL,PIT,0,-1,5,106,97,-10.1,5.0,-13.3,1,3.77,4.05,5.505,80,99,7.1,37.0,8.2,1,2.43,3.47,4.533
2018-06-19,OAK,SDP,0,-2,6,89,80,4.1,9.0,-5.7,-1,5.0,3.57,4.5,87,106,-2.8,25.0,-5.8,1,4.51,4.12,3.517
2018-06-19,MIA,SFG,1,3,9,99,96,-9.6,1.0,-2.9,1,4.82,3.93,5.011,83,84,5.3,25.0,-15.8,1,4.8,4.68,4.896
2018-06-19,CHW,CLE,1,3,9,107,100,8.1,-13.0,13.7,1,4.04,3.98,6.502,85,93,-15.8,-2.0,-7.2,-1,5.21,4.28,5.0
2018-06-19,TBR,HOU,0,-1,3,125,112,14.5,45.0,-7.0,1,3.69,3.33,6.669,98,99,-12.1,-4.0,-0.3,-1,3.54,4.17,5.802
2018-06-19,TEX,KCR,0,-3,5,87,81,-13.5,-9.0,-7.4,1,4.96,4.63,6.005,93,82,-23.8,13.0,7.2,-1,4.33,4.19,6.074
2018-06-19,BOS,MIN,1,4,8,87,96,-0.9,4.0,0.6,1,3.48,4.04,6.362,81,115,22.8,1.0,-5.1,-1,2.9,4.05,6.333
2018-06-19,SEA,NYY,1,5,9,120,112,10.0,-37.0,14.6,1,3.81,3.38,5.571,111,104,6.9,-9.0,-7.0,-1,3.52,4.1,5.643
2018-06-19,ATL,TOR,0,-7,15,91,100,15.3,-33.0,-27.1,-1,4.89,4.36,4.836,110,93,1.5,44.0,12.6,1,3.09,4.21,5.25
2018-06-20,LAD,CHC,1,4,4,102,104,-19.9,25.0,2.2,-1,4.42,4.29,5.929,100,105,17.9,-15.0,11.4,1,2.46,3.77,5.667
2018-06-20,DET,CIN,1,2,8,101,91,-21.7,15.0,-1.9,1,4.27,4.3,5.357,111,85,-7.1,-17.0,6.4,1,4.21,4.5,5.719
2018-06-20,NYM,COL,1,2,18,98,76,10.8,-2.0,3.2,1,4.42,4.04,5.788,72,97,-9.0,-12.0,2.6,1,2.28,4.68,5.0
2018-06-20,STL,PHI,1,1,7,86,93,6.4,-35.0,2.9,1,4.24,4.03,5.615,97,95,-1.2,-36.0,12.9,1,4.06,4.5,5.719
2018-06-20,OAK,SDP,0,-8,16,89,80,4.1,9.0,-5.7,-1,3.62,3.57,5.226,86,106,-2.8,25.0,-5.8,1,4.64,4.12,6.75
2018-06-20,MIA,SFG,1,1,11,98,99,-9.6,1.0,-2.9,-1,4.71,3.93,5.145,83,84,5.3,25.0,-15.8,1,3.91,4.68,5.869
2018-06-20,BAL,WSN,0,-3,3,86,91,-6.7,-1.0,8.4,-1,3.99,4.38,5.719,83,82,-10.0,-40.0,-9.6,1,4.82,4.6,5.541
2018-06-20,CHW,CLE,1,12,12,106,101,8.1,-13.0,13.7,1,2.79,3.98,6.938,85,92,-15.8,-2.0,-7.2,1,5.61,4.28,5.931
2018-06-20,TBR,HOU,1,4,6,123,111,14.5,45.0,-7.0,1,3.25,3.33,5.862,98,98,-12.1,-4.0,-0.3,1,3.8,4.17,5.758
2018-06-20,BOS,MIN,1,3,5,84,97,-0.9,4.0,0.6,1,4.31,4.04,5.236,81,114,22.8,1.0,-5.1,-1,4.23,4.05,5.788
2018-06-20,ATL,TOR,1,1,9,89,101,15.3,-33.0,-27.1,-1,3.52,4.36,5.862,114,93,1.5,44.0,12.6,1,3.97,4.21,5.672
2018-06-21,CHC,CIN,1,4,8,102,92,-21.7,15.0,-1.9,1,4.73,4.3,5.005,103,105,-19.9,25.0,2.2,1,4.15,4.29,5.933
2018-06-21,NYM,COL,1,2,10,98,78,10.8,-2.0,3.2,-1,4.1,4.04,6.074,73,98,-9.0,-12.0,2.6,-1,4.45,4.68,5.003
2018-06-21,STL,MIL,1,8,14,80,99,7.1,37.0,8.2,-1,4.08,3.47,5.236,97,95,-1.2,-36.0,12.9,1,4.79,4.5,5.642
2018-06-21,ARI,PIT,0,-6,12,107,96,-10.1,5.0,-13.3,1,4.31,4.05,5.643,108,78,27.6,31.0,7.1,1,4.18,4.08,5.502
2018-06-21,SDP,SFG,1,3,3,98,99,-9.6,1.0,-2.9,-1,5.08,3.93,5.678,89,80,4.1,9.0,-5.7,1,3.65,3.57,5.857
2018-06-21,BAL,WSN,1,2,6,85,90,-6.7,-1.0,8.4,1,2.55,4.38,6.671,84,82,-10.0,-40.0,-9.6,1,3.63,4.6,5.86
2018-06-21,BOS,MIN,0,-7,11,88,96,-0.9,4.0,0.6,1,3.94,4.04,5.862,80,113,22.8,1.0,-5.1,1,3.76,4.05,6.136
2018-06-21,SEA,NYY,1,1,7,122,113,10.0,-37.0,14.6,1,2.93,3.38,6.6,111,102,6.9,-9.0,-7.0,-1,3.25,4.1,6.071
2018-06-22,BAL,ATL,0,-3,17,112,94,1.5,44.0,12.6,-1,3.93,4.21,5.714,83,81,-10.0,-40.0,-9.6,1,4.41,4.6,5.25
2018-06-22,CHC,CIN,1,3,9,104,91,-21.7,15.0,-1.9,1,4.1,4.3,5.2,103,105,-19.9,25.0,2.2,-1,4.13,4.29,5.36
2018-06-22,MIA,COL,1,8,14,99,77,10.8,-2.0,3.2,1,3.11,4.04,5.4,83,85,5.3,25.0,-15.8,-1,5.82,4.68,4.507
2018-06-22,STL,MIL,1,1,3,80,100,7.1,37.0,8.2,1,4.33,3.47,5.467,94,95,-1.2,-36.0,12.9,1,3.69,4.5,5.563
2018-06-22,LAD,NYM,0,-3,7,77,98,-9.0,-12.0,2.6,1,4.23,4.68,5.697,99,105,17.9,-15.0,11.4,-1,3.53,3.77,5.29
2018-06-22,ARI,PIT,0,-1,3,108,95,-10.1,5.0,-13.3,1,3.94,4.05,5.618,107,80,27.6,31.0,7.1,-1,2.86,4.08,6.2
2018-06-22,SDP,SFG,0,-4,8,97,99,-9.6,1.0,-2.9,1,4.61,3.93,5.4,85,80,4.1,9.0,-5.7,-1,3.69,3.57,6.267
2018-06-22,PHI,WSN,0,-10,14,85,91,-6.7,-1.0,8.4,1,4.44,4.38,6.286,86,93,6.4,-35.0,2.9,1,3.79,4.03,5.508
2018-06-22,TOR,LAA,1,1,3,92,108,5.7,2.0,2.8,-1,3.99,4.26,5.922,92,101,15.3,-33.0,-27.1,1,5.14,4.36,5.502
2018-06-22,SEA,BOS,1,4,24,79,115,22.8,1.0,-5.1,1,4.21,4.05,6.689,110,103,6.9,-9.0,-7.0,-1,4.14,4.1,5.333
2018-06-22,OAK,CHW,0,-9,13,85,90,-15.8,-2.0,-7.2,1,5.19,4.28,6.271,90,108,-2.8,25.0,-5.8,-1,4.29,4.12,6.204
2018-06-22,OAK,CHW,1,2,10,85,90,-15.8,-2.0,-7.2,1,6.71,4.28,5.074,90,108,-2.8,25.0,-5.8,1,4.57,4.12,5.5
2018-06-22,KCR,HOU,0,-1,1,123,113,14.5,45.0,-7.0,-1,3.63,3.33,6.067,85,80,-13.5,-9.0,-7.4,-1,5.44,4.63,5.471
2018-06-22,TEX,MIN,0,-7,9,88,95,-0.9,4.0,0.6,1,4.49,4.04,5.004,92,83,-23.8,13.0,7.2,-1,4.62,4.19,5.541
2018-06-22,NYY,TBR,1,1,3,98,97,-12.1,-4.0,-0.3,1,4.0,4.17,1.5,124,113,10.0,-37.0,14.6,-1,4.48,3.38,5.462
2018-06-23,BAL,ATL,0,-2,12,116,92,1.5,44.0,12.6,1,4.95,4.21,5.5,82,83,-10.0,-40.0,-9.6,1,4.05,4.6,5.938
2018-06-23,MIA,COL,0,-4,8,102,78,10.8,-2.0,3.2,-1,4.51,4.04,5.271,83,85,5.3,25.0,-15.8,1,4.97,4.68,4.75
2018-06-23,STL,MIL,0,-1,5,80,99,7.1,37.0,8.2,1,5.19,3.47,5.502,93,94,-1.2,-36.0,12.9,1,3.52,4.5,6.431
2018-06-23,LAD,NYM,0,-5,11,77,98,-9.0,-12.0,2.6,1,2.55,4.68,6.336,98,104,17.9,-15.0,11.4,-1,3.02,3.77,6.125
2018-06-23,ARI,PIT,0,-5,9,101,94,-10.1,5.0,-13.3,1,3.85,4.05,5.807,107,78,27.6,31.0,7.1,1,3.47,4.08,6.0
2018-06-23,SDP,SFG,1,2,8,94,99,-9.6,1.0,-2.9,-1,3.37,3.93,5.367,86,80,4.1,9.0,-5.7,1,3.92,3.57,5.875
